CNPJ_FUNDO_CLASSE,DENOM_SOCIAL,CNPJ Gestor
54.345.278/0001-20,OCCAM ATIVO 30 FIF RENDA FIXA INVEST EM INFRAESTRUTURA CRÉDITO PRIVADO RESPONSABILIDADE LIMITADA,43.228.545/0001-62
54.350.167/0001-01,ATILLA FUNDO INCENTIVADO DE INVESTIMENTO EM INFRAESTRUTURA RENDA FIXA,12.695.840/0001-03
54.350.231/0001-54,LDL INFRA KINEA FIF - FUNDO INCENTIVADO EM INVESTIMENTO DEB INFRA RF CRED PRIV - RESP LIMITADA,08.604.187/0001-44
54.365.722/0001-79,UROCOELHO FIF - FUNDO INCENTIVADO EM INV EM DEBÊNTURES DE INFRAESTRUTURA RF CRÉD PRIV RESP LIMITADA,40.430.971/0001-96
54.367.802/0001-63,GIPF FIF FUNDO INCENTIVADO EM INV EM DEB DE INFRA RF CRÉD PRIV RESP LIMITADA,40.430.971/0001-96
54.374.180/0001-09,MONTECATINI FUNDO INCENTIVADO DE INVEST EM INFRA RENDA FIXA CRÉD PRIV RESPONSABILIDADE LIMITADA,17.590.181/0001-56
54.381.707/0001-14,G2LM FUNDO INCENTIVADO DE INVESTIMENTO EM INFRAESTRUTURA RF CRED PRIV RESPONSABILIDADE LIMITADA,05.585.083/0001-41
54.384.289/0001-19,CS EVOLUTION CAETE-AÇU FUNDO DE INVESTIMENTO EM INFRAESTRUTURA - RENDA FIXA CRED PRIV RESP LIMITADA,11.519.438/0001-05
54.384.337/0001-79,CS EVOLUTION RE9 FUNDO DE INVESTIMENTO EM INFRAESTRUTURA - RENDA FIXA CREDITO PRIVADO RESP LIMITADA,11.519.438/0001-05
54.384.365/0001-96,CS EVOLUTION ISLA FUNDO DE INVESTIMENTO EM INFRAESTRUTURA - RENDA FIXA CRÉDITO PRIVADO RESP LIMITADA,11.519.438/0001-05
54.384.400/0001-77,BRADESCO FIF - CI RENDA FIXA INCENTIVADO DE INVESTIMENTO EM INFRAESTRUTURA APOLO 3,60.746.948/0001-12
54.384.609/0001-30,CS EVOLUTION LORENA FUNDO DE INVESTIMENTO EM INFRAESTRUTURA - RENDA FIXA CRED PRIV RESP LIMITADA,11.519.438/0001-05
54.384.643/0001-05,BLG FUNDO DE INVESTIMENTO EM INFRAESTRUTURA - RENDA FIXA CRÉDITO PRIVADO RESPONSABILIDADE LIMITADA,40.166.546/0001-31
54.384.687/0001-35,CS EVOLUTION LOYDE INFRA FUNDO DE INVESTIMENTO EM INFRAESTRUTURA - RF CRED PRIV RESP LIMITADA,11.519.438/0001-05
54.384.723/0001-60,UBS EVOLUTION ALDEIA GUAPRA IPCA FUNDO DE INVESTIMENTO EM INFRAESTRUTURA -RF CRED PRIV RESP LIMITADA,11.519.438/0001-05
54.384.916/0001-11,CS EVOLUTION 1735 FUNDO DE INVESTIMENTO EM INFRAESTRUTURA - RENDA FIXA CRÉDITO PRIVADO RESP LIMITADA,11.519.438/0001-05
54.385.101/0001-57,CS EVOLUTION TR FUNDO DE INVESTIMENTO EM INFRAESTRUTURA - RENDA FIXA CRÉDITO PRIVADO RESP LIMITADA,11.519.438/0001-05
54.391.780/0001-77,FUNDO DE INVESTIMENTO FINANCEIRO - CI RENDA FIXA INCENTIVADA INVESTIMENTO EM INFRA G5 CASA DE FERRO,09.446.129/0001-00
54.405.192/0001-45,ALHAMBRA FIF - FUNDO INCENTIVADO EM INV EM DEB DE INFRA RENDA FIXA CRÉD PRIV - RESP LIMITADA,40.430.971/0001-96
54.407.534/0001-66,ITAÚ DEBÊNTURES INCENTIVADAS CDI VI FIF INCENTIVADO INFRA RF CRED PRIV - RESP LIMITADA,40.430.971/0001-96
54.409.981/0001-54,RENASCENÇA FUNDO INCENTIVADO DE INVESTIMENTO EM INFRAESTRUTURA RENDA FIXA,12.695.840/0001-03
54.410.101/0001-60,EBENEZER FUNDO INCENTIVADO DE INVESTIMENTO EM INFRAESTRUTURA RENDA FIXA - CRÉDITO PRIVADO,12.695.840/0001-03
54.422.882/0001-02,BH FUNDO INCENTIVADO DE INVESTIMENTO EM INFRA RENDA FIXA - CRÉDITO PRIVADO RESPONSABILIDADE LIMITADA,03.226.533/0001-84
54.426.679/0001-04,SPARTA RENDA FI FINANCEIRO INCENTIVADO EM INFRAESTRUTURA RENDA FIXA RESPONSABILIDADE LIMITADA,72.745.714/0001-30
54.436.219/0001-67,GARDÊNIA FIF - CLASSE DE INVESTIMENTO RENDA FIXA INCENTIVADO DE INVESTIMENTO EM INFRAESTRUTURA,60.746.948/0001-12
54.438.539/0001-56,FLAMBOYANT KINEA FIF - FUNDO INCENTIVADO EM INV EM DEB DE INFRA RF CRÉD PRIV - RESP LIMITADA,08.604.187/0001-44
54.463.768/0001-20,SOFIE INFRA FUNDO INCENTIVADO DE INVESTIMENTO EM INFRAESTRUTURA RENDA FIXA,12.695.840/0001-03
54.465.283/0001-76,NOVUS MASTER FUNDO INCENTIVADO DE INVESTIMENTO EM INFRAESTRUTURA RENDA FIXA,15.388.425/0001-97
54.486.726/0001-05,FQJ2 KINEA FIF - FUNDO INCENTIVADO EM INVESTIMENTO EM DEB DE INFRA RF CRÉD PRIV - RESP LIMITADA,08.604.187/0001-44
54.487.556/0001-83,SANTANDER PB WELFARE INVESTIMENTO EM INFRAESTRUTURA RENDA FIXA - FIF RESPONSABILIDADE LIMITADA,03.502.968/0001-04
54.487.667/0001-90,SANTANDER PB 62 INVESTIMENTO EM INFRAESTRUTURA RENDA FIXA - FIF RESPONSABILIDADE LIMITADA,03.502.968/0001-04
54.487.714/0001-03,SANTANDER PB FSA INVESTMENTS INFLAÇÃO INVESTIMENTO EM INFRAESTRTUTURA RF - FIF RESP LIMITADA,03.502.968/0001-04
54.487.736/0001-65,SANTANDER HERA RENDA FIXA FUNDO INCENTIVADO DE INVESTIMENTO EM INFRAESTRUTURA RESP LIMITADA,90.400.888/0001-42
54.487.778/0001-04,SANTANDER PB SYRAH INVESTIMENTO EM INFRAESTRUTURA RENDA FIXA - FIF RESP LIMITADA,03.502.968/0001-04
54.496.626/0001-60,CAST IRON DEBENTURES INCENTIVADAS EM INFRAESTRUTURA CIRF CRÉDITO PRIVADO,12.695.840/0001-03
54.501.503/0001-70,BTG INFRA MASTER IV FUNDO INCENTIVADO DE INVESTIMENTO EM INFRAESTRUTURA RENDA FIXA CRÉDITO PRIVADO,29.650.082/0001-00
54.517.219/0001-91,BTG PACTUAL TOTAL FUNDO INCENTIVADO DE INVESTIMENTO EM INFRAESTRUTURA RENDA FIXA,29.650.082/0001-00
54.518.613/0001-44,EVANGELISTA KINEA FIF - FUNDO INCENTIVADO EM INVESTIMENTO DEB INFRA RF CRED PRIV - RESP LIMITADA,08.604.187/0001-44
54.518.783/0001-29,BTG PACTUAL HEDGE II FUNDO INCENTIVADO DE INVESTIMENTO EM INFRAESTRUTURA RENDA FIXA,29.650.082/0001-00
54.518.925/0001-58,IBIUNA CREDIT MASTER FIF - CI RF INCENTIVADO INVESTIMENTO EM INFRAESTRUTURA RESP LIMITADA,19.493.000/0001-07
54.542.827/0001-56,NU INFRA FUNDO INCENTIVADO DE INVESTIMENTO EM INFRAESTRUTURA RENDA FIXA MASTER II,29.349.426/0001-37
54.542.996/0001-96,SOMMA VERONA DEBÊNTURES FUNDO INCENTIVADO DE INVESTIMENTO EM INFRAESTRUTURA RENDA FIXA,05.563.299/0001-06
54.546.664/0001-80,CAPITÂNIA INFRA MASTER VI FUNDO INCENTIVADO DE INVESTIMENTO EM INFRAESTRUTURA RENDA FIXA,41.793.345/0001-27
54.546.863/0001-98,REGINA 18 FUNDO INCENTIVADO DE INVESTIMENTO EM INFRAESTRUTURA RENDA FIXA,12.695.840/0001-03
54.547.163/0001-18,PLATON KINEA FIF - FUNDO INCENTIVADO EM INVESTIMENTO EM DEB DE INFRA RF CRÉD PRIV - RESP LIMITADA,08.604.187/0001-44
54.547.258/0001-31,MK KINEA FIF - FUNDO INCENTIVADO EM INVESTIMENTO DEB INFRA RF CRED PRIV - RESP LIMITADA,08.604.187/0001-44
54.558.737/0001-53,BRADESCO FIF - CI RENDA FIXA INCENTIVADO DE INVESTIMENTO EM INFRAESTRUTURA WIT III,60.746.948/0001-12
54.564.966/0001-80,VPA KINEA FIF -  FUNDO INCENTIVADO EM INVESTIMENTO EM DEB INFRA RF CRED PRIV - RESP LIMITADA,08.604.187/0001-44
54.566.051/0001-04,PRETIUM KINEA FIF - FUNDO INCENTIVADO EM INVESTIMENTO EM DEB INFRA RF CRED PRIV - RESP LIMITADA,08.604.187/0001-44
54.566.226/0001-83,JACARANDÁ KINEA FIF FUNDO INCENTIVADO EM INVESTIMENTO EM DEB INFRA RF CRED PRIV - RESP LIMITADA,08.604.187/0001-44
54.582.300/0001-55,MONTE TABOR KINEA FIF - FUNDO INCENTIVADO EM INVESTIMENTO DEB DE INFRA RF CRÉD PRIV - RESP LIMITADA,08.604.187/0001-44
54.584.477/0001-90,JGP ROKA ANDES FI FINANCEIRO RENDA FIXA INVEST EM INFRAESTRUTURA CRÉDITO PRIVADO - RESP LIMITADA,13.189.882/0001-27
54.592.731/0001-00,CORAL FUNDO INCENTIVADO DE INVEST EM INFRA RENDA FIXA CRÉDITO PRIVADO RESPONSABILIDADE LIMITADA,30.782.926/0001-47
54.600.520/0001-64,ARZUA FUNDO INCENTIVADO DE INVESTIMENTO EM INFRAESTRUTURA RENDA FIXA - CRÉDITO PRIVADO,12.695.840/0001-03
54.601.837/0001-15,BB FKEGGS INFRA RENDA FIXA FUNDO INCENTIVADO DE INVESTIMENTO FINANCEIRO EM INFRAESTRUTURA RESP LIM,30.822.936/0001-69
54.602.844/0001-31,BB NINA INFRA RENDA FIXA FUNDO INCENTIVADO DE INVESTIMENTO FINANCEIRO EM INFRAESTRUTURA RESP LIM,30.822.936/0001-69
54.602.971/0001-30,BB LMF INFRA RENDA FIXA FUNDO INCENTIVADO DE INVESTIMENTO FINANCEIRO EM INFRAESTRUTURA RESP LIMITADA,30.822.936/0001-69
54.603.605/0001-04,SÃO PEDRO FUNDO INCENTIVADO DE INVESTIMENTO EM INFRAESTRUTURA RENDA FIXA,35.132.740/0001-66
54.617.556/0001-50,CS EVOLUTION WIN FUNDO DE INVESTIMENTO EM INFRAESTRUTURA - RENDA FIXA CRÉDITO PRIVADO RESP LIMITADA,11.519.438/0001-05
54.617.897/0001-26,CS EVOLUTION CFHS INFRA FUNDO DE INVESTIMENTO EM INFRAESTRUTURA - RENDA FIXA CRED PRIV RESP LIMITADA,11.519.438/0001-05
54.618.143/0001-90,UBS EVOLUTION CANGURU FUNDO DE INVESTIMENTO EM INFRAESTRUTURA  RENDA FIXA CRED PRIV RESP LIMITADA,11.519.438/0001-05
54.618.187/0001-10,CS EVOLUTION APOENA FUNDO DE INVESTIMENTO EM INFRAESTRUTURA - RENDA FIXA CRED PRIV RESP LIMITADA,11.519.438/0001-05
54.643.894/0001-67,EVOLUTION GOODWINDS II FIF FUNDO INCENTIVADO EM INVEST EM DEB DE INFRA RF CRÉD PRIV RESP LIMITADA,40.430.971/0001-96
54.643.939/0001-01,CS EVOLUTION APPLE II FUNDO DE INVESTIMENTO EM INFRAESTRUTURA - RENDA FIXA CRED PRIV RESP LIMITADA,11.519.438/0001-05
54.644.019/0001-08,ANACAPRI KINEA FIF - FUNDO INCENTIVADO EM INVESTIMENTO EM DEB DE INFRA RF CRED PRIV - RESP LIMITADA,08.604.187/0001-44
54.644.328/0001-70,NOVO CICLO ADVANCED KINEA FIF - FUNDO INCENTIVADO EM INV DEB INFRA RF CRED PRIV - RESP LIMITADA,08.604.187/0001-44
54.644.413/0001-38,MALTA KINEA FIF - FUNDO INCENTIVADO EM INVESTIMENTO EM DEB DE INFRA RF CP  - RESP LIMITADA,08.604.187/0001-44
54.644.512/0001-10,SUMMIT KINEA FIF - FUNDO INCENTIVADO EM INVESTIMENTO EM DEB DE INFRA RF CP - RESP LIMITADA,08.604.187/0001-44
54.680.816/0001-32,FLAG KINEA FIF - FUNDO INCENTIVADO EM INVESTIMENTO EM DEB DE INFRA RF CP - RESP LIMITADA,08.604.187/0001-44
54.710.401/0001-64,BRADESCO FIF - CI RENDA FIXA INCENTIVADO DE INVESTIMENTO EM INFRAESTRUTURA AQUILA,60.746.948/0001-12
54.713.770/0001-00,CG FIF - FUNDO INCENTIVADO EM INVESTIMENTO EM DEB DE INFRA RF CRED PRIV - RESP LIMITADA,40.430.971/0001-96
54.715.191/0001-05,SHALOM FIF - FUNDO INCENTIVADO EM INVESTIMENTO DEB INFRA RF CRÉD PRIV - RESP LIMITADA,40.430.971/0001-96
54.715.962/0001-56,ELETTRA 2 FIF - FUNDO INCENTIVADO EM INVESTIMENTO EM DEB DE INFRA RF CRED PRIV - RESP LIMITADA,40.430.971/0001-96
54.745.704/0001-12,RENDA FIXA PORTFOLIO INCENTIVADO FUNDO DE INVESTIMENTO EM INFRAESTRUTURA CRÉDITO PRIVADO,15.289.957/0001-77
54.754.380/0001-89,LVT FUNDO INCENTIVADO DE INVESTIMENTO EM INFRAESTRUTURA RENDA FIXA,12.695.840/0001-03
54.758.649/0001-03,BARU FIF - FUNDO INCENTIVADO EM INVEST EM DEB DE INFRA RF CRÉD PRIV - RESP LIMITADA,40.430.971/0001-96
54.760.175/0001-26,MK ITAÚ FIF - FUNDO INCENTIVADO EM INVESTIMENTO EM DEB INFRA RF CRED PRIV - RESP LIMITADA,40.430.971/0001-96
54.760.280/0001-65,CPMM FIF - FUNDO INCENTIVADO EM INVESTIMENTO EM DEB INFRA RF CRED PRIV - RESP LIMITADA,40.430.971/0001-96
54.760.539/0001-78,YODA FIF - FUNDO INCENTIVADO EM INVESTIMENTO EM DEB DE INFRAESTRUTURA RF CRED PRIV- RESP LIMITADA,40.430.971/0001-96
54.773.359/0001-20,SPARTA INFRA MASTER VI FUNDO INCENTIVADO DE INVESTIMENTO EM INFRAESTRUTURA RENDA FIXA,72.745.714/0001-30
54.779.308/0001-06,KUNDERA FIF - FUNDO INCENTIVADO EM INVESTIMENTO EM DEBÊNTURES DE INFRA RF CRÉD PRIV - RESP LIMITADA,40.430.971/0001-96
54.779.512/0001-27,BEAU CDI FIF - FUNDO INCENTIVADO EM INVESTIMENTO EM DEB INFRA RF CRED PRIV - RESP LIMITADA,40.430.971/0001-96
54.779.587/0001-08,FASARO 2 FIF - FUNDO INCENTIVADO EM INVESTIMENTO EM DEB DE INFRA RF CRED PRIV - RESP LIMITADA,40.430.971/0001-96
54.779.598/0001-98,MARIA FLOR FIF - FUNDO INCENTIVADO EM INVESTIMENTO EM DEB DE INFRA RF CRÉD PRIV - RESP LIMITADA,40.430.971/0001-96
54.779.679/0001-98,GUERREIRO FIF FUNDO INCENTIVADO EM INVESTIMENTO EM DEB DE INFRA RF CRED PRIV - RESP LIMITADA,40.430.971/0001-96
54.788.959/0001-62,BRADESCO FIF - CI RENDA FIXA INCENTIVADO DE INVESTIMENTO EM INFRAESTRUTURA MAGNITUDE - RESP LIMITADA,60.746.948/0001-12
54.793.790/0001-39,FUNDO DE INVESTIMENTO FINANCEIRO - CI RENDA FIXA INCENTIVADA INVESTIMENTO EM INFRA G5 BRICKELL,09.446.129/0001-00
54.794.710/0001-60,LUNI FUNDO INCENTIVADO DE INVESTIMENTO EM INFRAESTRUTURA RENDA FIXA,43.802.212/0001-03
54.794.799/0001-64,SANTANDER PB JPL INVESTIMENTO EM INFRAESTRUTURA RENDA FIXA INFLAÇÃO - FIF RESP LIMITADA,03.502.968/0001-04
54.794.954/0001-42,SANTANDER PB VII INVESTIMENTO EM INFRAESTRUTURA RENDA FIXA - FIF RESP LIMITADA,03.502.968/0001-04
54.803.982/0001-89,ÉXES FUNDO DE INVESTIMENTO FINANCEIRO EM INFRAESTRUTURA RENDA FIXA CRÉDITO  PRIVADO LONGO PRAZO - DE,31.960.567/0001-33
54.813.687/0001-03,OURO BRANCO II FUNDO DE INVESTIMENTO EM INFRAESTRUTURA RENDA FIXA,15.289.957/0001-77
54.834.372/0001-42,JAKE JUROS REAIS FIF - FUNDO INCENTIVADO EM INVEST EM DEB DE INFRA RF CRÉD PRIV - RESP LIMITADA,40.430.971/0001-96
54.835.274/0001-20,BMV KINEA INFRA FIF FUNDO INCENTIVADO EM INVESTIMENTO EM DEB DE INFRA RF CRED PRIV RESP LIMITADA,08.604.187/0001-44
54.853.793/0001-10,FIF CI RENDA FIXA INCENTIVADO DE INVESTIMENTO EM INFRAESTRUTURA TIVIO ESPLANADA RESP LIMITADA,03.384.738/0001-98
54.854.995/0001-87,ITAÚ PRIVATE DEB INCENTIVADAS PÓS FIXADO FIF INCENTIVADO EM INFRA RF CRÉD PRIV LP RESP LIMITADA,40.430.971/0001-96
54.855.450/0001-95,SANTANDER PB J-O-C-A INVESTIMENTO EM INFRAESTRUTURA RENDA FIXA - FIF RESP LIMITADA,03.502.968/0001-04
54.856.394/0001-03,ITAÚ DEB INC PRÉ TARGET 2028 III FIIF EM INFRAESTR RF CREDITO PRIVADO - RESPONSABILIDADE LIMITADA,40.430.971/0001-96
54.872.331/0001-40,MABIGIUCA FUNDO INCENTIVADO DE INVESTIMENTO EM INFRAESTRUTURA RENDA FIXA,12.695.840/0001-03
54.873.893/0001-09,DM4I FIF - FUNDO INCENTIVADO EM INVESTIMENTO EM DEB DE INFRF CRÉDITO PRIVADO - RESP LIMITADA,40.430.971/0001-96
54.883.919/0001-08,CAPITÂNIA CANA FIF FUNDO INCENTIVADO EM INVESTIMENTO EM DEB DE INF RF CRÉD PRIVADO - RESP LIMITADA,41.793.345/0001-27
54.884.180/0001-40,ITAÚ FUNDO INCENTIVADO DE INVESTIMENTO FINANCEIRO EM INF IFRI CDI RF CRÉD PRIVADO - RESPE LIMITADA,40.430.971/0001-96
54.893.266/0001-30,CAFOFO FIF - FUNDO INCENTIVADO EM INVESTIMENTO EM DEBÊNTURES DE INFRA RF CRED PRIV - RESP LIMITADA,40.430.971/0001-96
54.893.611/0001-35,KILIMANDJARO FIF - FUNDO INCENTIVADO EM INV EM DEB DE INFRAESTRUTURA RF CRED PRIVADO - RESP LIMITADA,40.430.971/0001-96
54.893.677/0001-25,PATUA21 FIF - FUNDO INCENTIVADO EM INVESTIMENTO EM DEB DE INFRA RF CRÉD PRIV - RESP LIMITADA,40.430.971/0001-96
54.900.133/0001-43,ATID FIF FUNDO INCENTIVADO EM INVESTIMENTO EM DEBÊNTURES DE INF RF CRÉD PRIVADO RESP LIMITADA,40.430.971/0001-96
54.904.083/0001-72,FUNDO DE INVESTIMENTO FINANCEIRO - CI RF INCENTIVADO DE INVESTIMENTO EM INFRAESTRUTURA VANCOUVER,60.746.948/0001-12
54.909.934/0001-70,LEGACY CAPITAL A FIF - FUNDO INCENTIVADO EM INVESTIMENTO EM DEB DE INFRA RF CP - RESP LIMITADA,28.674.641/0001-40
54.910.462/0001-75,MVMI FIF - FUNDO INCENTIVADO EM INVESTIMENTO EM DEBÊNTURES DE INFRA RF CRÉD PRIV - RESP LIMITADA,40.430.971/0001-96
54.910.665/0001-61,BOCOM BBM INFRA IPCA FIF CI RENDA FIXA INCENTIVADO EM INFRAESTRUTURA - RESP LIMITADA,15.213.150/0001-50
54.912.056/0001-41,PACC INFRA FUNDO INCENTIVADO DE INVESTIMENTO EM INFRAESTRUTURA RENDA FIXA,12.695.840/0001-03
54.931.987/0001-97,LHOTSE FIF - FUNDO INCENTIVADO EM INVESTIMENTO EM DEBÊNTURES DE INFRA RF CRÉD PRIV - RESP LIMITADA,40.430.971/0001-96
54.936.922/0001-34,ROKA ALPES FUNDO INCENTIVADO DE INVESTIMENTO EM INFRAESTRUTURA RENDA FIXA,44.361.607/0001-72
54.952.575/0001-33,BTG PACTUAL CRÉDITO CORPORATIVO INCENTIVADAS PRÉ FUNDO INCENTIVADO DE INVESTIMENTO EM INFRA RF,29.650.082/0001-00
54.954.879/0001-30,ITAÚ DEBÊNTURES INCENTIVADAS PRÉ TARGET 2030 II FIF INCENTIVADO EM INFRA RF CRED PRIV RESP LIMITADA,40.430.971/0001-96
54.976.144/0001-07,FUNDO DE INVESTIMENTO FINANCEIRO - CI RENDA FIXA INCENTIVADA INVESTIMENTO EM INFRAESTRUTURA G5 SB,09.446.129/0001-00
54.976.215/0001-71,AUSTEN FIF FUNDO INCENTIVADO EM INVESTIMENTO EM DEB DE INF RENDA FIXA CRED PRIVADO RESP LIMITADA,40.430.971/0001-96
54.976.744/0001-75,S24 FUNDO INCENTIVADO DE INVESTIMENTO EM INFRAESTRUTURA RENDA FIXA,17.590.181/0001-56
54.977.043/0001-50,FUNDO DE INVESTIMENTO FINANCEIRO - CI RENDA FIXA INCENTIVADA INVESTIMENTO EM INFRA G5 MARINA BAY,09.446.129/0001-00
54.979.157/0001-30,FUNDO DE INVESTIMENTO FINANCEIRO CI RENDA FIXA INCENTIVADA INVESTIMENTO EM INFRAESTRUTURA G5 MODENA,09.446.129/0001-00
54.980.234/0001-71,FUNDO DE INVESTIMENTO FINANCEIRO - CI RENDA FIXA INCENTIVADA INVESTIMENTO EM INFRA G5 ICELAND,09.446.129/0001-00
54.996.800/0001-33,PRINCIPAL CLARITAS DEBENTURES INCENTIVADAS RENDA FIXA CREDITO PRIVADO RESPONSABILIDADE LIMITADA,03.987.891/0001-00
54.996.960/0001-82,G5 BALTIMORE FUNDO INCENTIVADO DE INVESTIMENTO EM INFRAESTRUTURA RENDA FIXA CREDITO PRIVADO,09.446.129/0001-00
54.997.138/0001-36,G5 FEJUCA FUNDO INCENTIVADO DE INVESTIMENTO EM INFRAESTRUTURA RENDA FIXA CREDITO PRIVADO,09.446.129/0001-00
55.018.863/0001-88,INCLOTUS FIF - CLASSE DE INVESTIMENTO RENDA FIXA INCENTIVADO DE INVESTIMENTO EM INFRA,60.746.948/0001-12
55.019.321/0001-20,JB2L FIF - FUNDO INCENTIVADO EM INVESTIMENTO EM DEBÊNTURES DE INFRA RF CRÉD PRIV - RESP LIMITADA,40.430.971/0001-96
55.019.751/0001-41,RONTANO FUNDO INCENTIVADO DE INVESTIMENTO FINANCEIRO EM INFRAESTRUTURA RENDA FIXA,12.695.840/0001-03
55.020.138/0001-44,ARAK FIF - CLASSE DE  INVESTIMENTO RENDA FIXA INCENTIVADO INVESTIMENTO EM INFRAESTRUTURA,12.695.840/0001-03
55.020.228/0001-35,FERROSI FIF - FUNDO INCENTIVADO EM INVESTIMENTO EM DEBÊNTURES DE INFRA RF CRÉD PRIV - RESP LIMITADA,40.430.971/0001-96
55.030.873/0001-39,BRADESCO FIF - CI RENDA FIXA INCENTIVADO DE INVESTIMENTO EM INFRAESTRUTURA DALI,60.746.948/0001-12
55.036.145/0001-34,VIVACE MASTER FUNDO INCENTIVADO DE INVESTIMENTO FINANCEIRO EM INFRAESTRUTURA RENDA FIXA,12.417.157/0001-04
55.052.221/0001-03,FUNDO DE INVESTIMENTO FINANCEIRO - CI RENDA FIXA INCENTIVADO DE INVESTIMENTO EM INFRA BOA VISTA,60.746.948/0001-12
55.052.860/0001-60,BB EPM INFRA RENDA FIXA FUNDO INCENTIVADO DE INVESTIMENTO FINANCEIRO EM INFRAESTRUTURA RESP LIMITADA,30.822.936/0001-69
55.052.986/0001-35,BB WSOARES INFRA RENDA FIXA FUNDO INCENTIVADO DE INVESTIMENTO FINANCEIRO EM INFRA RESP LIMITADA,30.822.936/0001-69
55.053.084/0001-13,BB JATO INFRA RF FUNDO INCENTIVADO DE INVESTIMENTO FINANCEIRO EM INFRAESTRUTURA RESP LIMITADA,30.822.936/0001-69
55.053.659/0001-06,BB MISURINA INFRA RENDA FIXA FUNDO INCETIVADO DE INVESTIMENTO FINANCEIRO EM INFRA RESP LIMITADA,30.822.936/0001-69
55.054.075/0001-47,ATLÂNTICO SUL INFRA FIF - CLASSE DE INVESTIMENTO RF INCENTIVADO INVESTIMENTO EM  INFRAESTRUTURA,12.695.840/0001-03
55.068.591/0001-20,CS EVOLUTION PRESENÇA FUNDO DE INVESTIMENTO EM INFRAESTRUTURA - RENDA FIXA CRÉD PRIV RESP LIMITADA,11.519.438/0001-05
55.068.674/0001-10,CS EVOLUTION GO-UP FUNDO DE INVESTIMENTO EM INFRAESTRUTURA - RENDA FIXA CRED PRIV RESP LIMITADA,11.519.438/0001-05
55.068.755/0001-10,CS EVOLUTION CAREMA FUNDO DE INVESTIMENTO EM INFRAESTRUTURA - RENDA FIXA CRED PRIV RESP LIMITADA,11.519.438/0001-05
55.068.840/0001-88,CS EVOLUTION DEGAS III FUNDO DE INVESTIMENTO EM INFRAESTRUTURA - RENDA FIXA CRED PRIV RESP LIMITADA,11.519.438/0001-05
55.068.869/0001-60,CS EVOLUTION MTTM FUNDO DE INVESTIMENTO EM INFRAESTRUTURA - RENDA FIXA CREDITO PRIVADO RESP LIMITADA,11.519.438/0001-05
55.068.953/0001-83,CS EVOLUTION BOURGOGNE FUNDO DE INVESTIMENTO EM INFRAESTRUTURA - RENDA FIXA CRED PRIV RESP LIMITADA,11.519.438/0001-05
55.069.073/0001-21,CS EVOLUTION ARETE FUNDO DE INVESTIMENTO EM INFRAESTRUTURA RENDA FIXA CRÉDITO PRIVADO RESP LIMITADA,11.519.438/0001-05
55.069.151/0001-98,KBROTHERS FIF - FUNDO INCENTIVADO EM INVESTIMENTO EM DEB DE INFRA RF CRÉD PRIV - RESP LIMITADA,40.430.971/0001-96
55.069.807/0001-72,DLY FIF - FUNDO INCENTIVADO EM INVESTIMENTO EM DEBÊNTURES DE INFRA RF CRÉD PRIV - RESP LIMITADA,40.430.971/0001-96
55.073.649/0001-24,VEREDA FUNDO INCENTIVADO DE INVESTIMENTO EM INFRAESTRUTURA RENDA FIXA,12.695.840/0001-03
55.083.993/0001-02,ACATU FUNDO DE INVESTIMENTO EM INFRAESTRUTURA RENDA FIXA CRÉDITO PRIVADO,15.289.957/0001-77
55.088.856/0001-52,PEROLAS FIF - CLASSE DE  INVESTIMENTO RF INCENTIVADO INVESTIMENTO EM INFRA  - RESP LIMITADA,12.695.840/0001-03
55.089.131/0001-89,ASTERI CLASSE DE INVESTIMENTO INCENTIVADO EM INFRAESTRUTURA RENDA FIXA - RESP LIMITADA,12.695.840/0001-03
55.101.260/0001-45,BOCAINA INFRA 60 INSTITUCIONAL MASTER I FUNDO INCENTIVADO DE INVESTIMENTO EM INFRA RENDA FIXA,38.347.420/0001-11
55.101.415/0001-43,X2 FUNDO INCENTIVADO DE INVESTIMENTO EM INFRAESTRUTURA RENDA FIXA,12.695.840/0001-03
55.105.106/0001-41,BOCAINA INFRA 60 CDI MASTER I FUNDO INCENTIVADO DE INVESTIMENTO EM INFRAESTRUTURA RENDA FIXA,38.347.420/0001-11
55.109.529/0001-30,PORTO SAN GIORGIO FIF - CLASSE DE INVESTIMENTO RF INCENTIVADO INVESTIMENTO EM INFRAESTRUTURA,12.695.840/0001-03
55.109.850/0001-14,SKIATHOS II FIF FUNDO INCENTIVADO EM INVESTIMENTO EM DEBÊNTURES DE INFRA RF CRÉD PRIV RESP LIMITADA,40.430.971/0001-96
55.110.714/0001-44,ALCYONE FIF - CLASSE DE INVESTIMENTO RENDA FIXA INCENTIVADO INVESTIMENTO EM INFRAESTRUTURA,12.695.840/0001-03
55.111.228/0001-40,APEIRON FIF - CLASSE DE INVESTIMENTO INCENTIVADO DE INVESTIMENTO EM INFRAESTRUTURA RENDA FIXA,12.695.840/0001-03
55.111.474/0001-00,G5 CLARK FUNDO INCENTIVADO DE INVESTIMENTO EM INFRAESTRUTURA RENDA FIXA,09.446.129/0001-00
55.111.599/0001-22,VIPINFRA FIF FUNDO INCENTIVADO EM INVESTIMENTO EM DEB DE INFRA RENDA FIXA CRED PRIV RESP LIMITADA,40.430.971/0001-96
