CNPJ Emissor,Emissor,Grupo,Setor,Descrição,Fonte
"43.409.450/0001-45","E1 SUBHOLDING 2 S.A.","E1 Subholding 2","Holding","Holding que concentra participações e investimentos em empresas ou projetos do grupo E1 Subholding 2.",""
"24.743.678/0001-22","ECHOENERGIA PARTICIPACOES S/A","Echoenergia","Holding","Holding que concentra participações e investimentos em empresas ou projetos do grupo Echoenergia.",""
"42.063.007/0001-00","ECONOMIA CIRCULAR PARTICIPACOES S.A.","Economia Circular","Holding","Holding que concentra participações e investimentos em empresas ou projetos do grupo Economia Circular.",""
"10.841.050/0001-55","CONCESSIONARIA DAS RODOVIAS AYRTON SENNA E CARVALHO PINTO S/A - ECOPISTAS","EcoRodovias","Rodovia","Opera uma concessão rodoviária, realizando manutenção, atendimento aos usuários e investimentos na infraestrutura viária.","https://www.ecorodovias.com.br/"
"30.265.100/0001-00","ECO135   CONCESSIONARIA  DE RODOVIAS S.A.","EcoRodovias","Rodovia","Opera uma concessão rodoviária, realizando manutenção, atendimento aos usuários e investimentos na infraestrutura viária.","https://www.ecorodovias.com.br/"
"58.607.200/0001-97","CONCESSIONARIA ECOVIAS RAPOSO-CASTELO S.A","EcoRodovias","Rodovia","Opera uma concessão rodoviária, realizando manutenção, atendimento aos usuários e investimentos na infraestrutura viária.","https://www.ecorodovias.com.br/"
"49.314.049/0001-08","CONCESSIONARIA DE RODOVIAS NOROESTE PAULISTA S.A.","EcoRodovias","Rodovia","Opera uma concessão rodoviária, realizando manutenção, atendimento aos usuários e investimentos na infraestrutura viária.","https://www.ecorodovias.com.br/"
"15.090.690/0001-94","CONCESSIONARIA ECOVIAS DO ARAGUAIA S.A.","EcoRodovias","Rodovia","Opera uma concessão rodoviária, realizando manutenção, atendimento aos usuários e investimentos na infraestrutura viária.","https://www.ecorodovias.com.br/"
"35.593.905/0001-05","CONCESSIONARIA ECOVIAS DO CERRADO S.A.","EcoRodovias","Rodovia","Opera uma concessão rodoviária, realizando manutenção, atendimento aos usuários e investimentos na infraestrutura viária.","https://www.ecorodovias.com.br/"
"15.484.093/0001-44","ECO101 CONCESSIONARIA DE RODOVIAS S/A.","EcoRodovias","Rodovia","Opera uma concessão rodoviária, realizando manutenção, atendimento aos usuários e investimentos na infraestrutura viária.","https://www.ecorodovias.com.br/"
"04.149.454/0001-80","ECORODOVIAS INFRAESTRUTURA E LOGISTICA S/A","EcoRodovias","Logística","Presta serviços de transporte, armazenagem, distribuição ou gestão logística.","https://www.ecorodovias.com.br/"
"02.511.048/0001-90","EMPRESA CONCESSIONARIA DE RODOVIAS DO SUL S.A. – ECOSUL","EcoRodovias","Rodovia","Opera uma concessão rodoviária, realizando manutenção, atendimento aos usuários e investimentos na infraestrutura viária.","https://www.ecorodovias.com.br/"
"02.509.491/0001-26","CONCESSIONARIA ECOVIAS DOS IMIGRANTES S.A.","EcoRodovias","Rodovia","Opera uma concessão rodoviária, realizando manutenção, atendimento aos usuários e investimentos na infraestrutura viária.","https://www.ecorodovias.com.br/"
"22.163.297/0001-49","CONCESSIONARIA PONTE RIO-NITEROI S/A - ECOPONTE","EcoRodovias","Rodovia","Opera uma concessão rodoviária, realizando manutenção, atendimento aos usuários e investimentos na infraestrutura viária.","https://www.ecorodovias.com.br/"
"29.884.545/0001-90","ECORIOMINAS CONCESSIONARIA DE RODOVIAS S.A.","EcoRodovias","Rodovia","Opera uma concessão rodoviária, realizando manutenção, atendimento aos usuários e investimentos na infraestrutura viária.","https://www.ecorodovias.com.br/"
"08.873.873/0001-10","ECORODOVIAS CONCESSOES E SERVICOS S/A","EcoRodovias","Rodovia","Opera uma concessão rodoviária, realizando manutenção, atendimento aos usuários e investimentos na infraestrutura viária.","https://www.ecorodovias.com.br/"
"19.208.022/0001-70","ECO050 - CONCESSIONARIA DE RODOVIAS S.A","EcoRodovias","Rodovia","Opera uma concessão rodoviária, realizando manutenção, atendimento aos usuários e investimentos na infraestrutura viária.","https://www.ecorodovias.com.br/"
"07.037.123/0001-46","ECOURBIS AMBIENTAL S.A","Ecourbis Ambiental","Serviços","Presta serviços ambientais, incluindo coleta, tratamento, destinação ou valorização de resíduos.",""
"60.602.195/0001-71","EDEN EMPREENDIMENTOS E PARTICIPACOES S.A.","Eden","Holding","Holding que concentra participações e investimentos em empresas ou projetos do grupo Eden.",""
"55.687.227/0001-49","EDF BRASIL HIDRO PARTICIPACOES S.A.","EDF Brasil Hidro","Holding","Holding que concentra participações e investimentos em empresas ou projetos do grupo EDF Brasil Hidro.",""
"49.008.174/0001-90","EDF OITI TRANSMISSORA S.A.","EDF Oiti Transmissora","Energia","Opera ativos de transmissão de energia elétrica, principalmente linhas e subestações.",""
"57.783.709/0001-28","EDGE EMPREENDIMENTOS E PARTICIPACOES S.A.","Compass","Energia","Holding que concentra participações e investimentos em empresas ou projetos do grupo Edge.",""
"19.046.324/0001-99","EDGE COMERCIALIZACAO S.A.","Compass","Energia","Comercializa energia elétrica e presta soluções de gestão e contratação de energia.",""
"51.571.437/0001-16","EDIFY EMP E PART S.A","Edify EMP e Part","Holding","Holding que concentra participações e investimentos em empresas ou projetos do grupo Edify EMP e Part.",""
"17.200.920/0001-56","EMPRESA DE ENERGIA CACHOEIRA CALDEIRAO S.A.","EDP","Energia","Atua na geração, transmissão, distribuição ou comercialização de energia elétrica.","https://brasil.edp.com/"
"02.302.100/0001-06","EDP SAO PAULO DISTRIBUICAO DE ENERGIA S/A","EDP","Energia","Distribui energia elétrica a consumidores em sua área de concessão.","https://brasil.edp.com/"
"27.831.352/0001-45","EDP TRANSMISSAO ALIANCA SC S.A.","EDP","Energia","Opera ativos de transmissão de energia elétrica, principalmente linhas e subestações.","https://brasil.edp.com/"
"04.149.295/0001-13","EDP TRADING COMERCIALIZACAO E SERVICOS DE ENERGIA S.A.","EDP","Energia","Comercializa energia elétrica e presta soluções de gestão e contratação de energia.","https://brasil.edp.com/"
"07.779.299/0001-73","EDP TRANSMISSAO GOIAS S.A.","EDP","Energia","Opera ativos de transmissão de energia elétrica, principalmente linhas e subestações.","https://brasil.edp.com/"
"46.989.951/0001-36","EDP TRANSMISSAO NORDESTE S.A.","EDP","Energia","Opera ativos de transmissão de energia elétrica, principalmente linhas e subestações.","https://brasil.edp.com/"
"09.334.083/0001-20","EDP RENOVAVEIS BRASIL S/A","EDP","Energia","Atua na geração, transmissão, distribuição ou comercialização de energia elétrica.","https://brasil.edp.com/"
"55.078.938/0001-16","EDP TRANSMISSAO NORTE NORDESTE 2 S.A.","EDP","Energia","Opera ativos de transmissão de energia elétrica, principalmente linhas e subestações.","https://brasil.edp.com/"
"04.426.411/0001-02","ENERPEIXE S.A.","EDP","Energia","Atua na geração, transmissão, distribuição ou comercialização de energia elétrica.","https://brasil.edp.com/"
"28.152.650/0001-71","EDP ESPIRITO SANTO DISTRIBUICAO DE ENERGIA SA","EDP","Energia","Distribui energia elétrica a consumidores em sua área de concessão.","https://brasil.edp.com/"
"03.460.864/0001-84","LAJEADO ENERGIA S.A.","EDP","Energia","Atua na geração, transmissão, distribuição ou comercialização de energia elétrica.","https://brasil.edp.com/"
"03.852.459/0001-01","EGTC INFRA S.A.","Egtc Infra","Construção","Executa obras de engenharia, construção pesada, edificações ou gestão de projetos de infraestrutura.",""
"28.438.777/0001-51","EKTT 9 SERV DE TRANS DE E E SPE S.A.","Ektt 9 Serv de Trans de","Energia","Atua na geração, transmissão, distribuição ou comercialização de energia elétrica.",""
"07.401.436/0002-12","ELDORADO BRASIL CELULOSE S.A.","Eldorado Brasil Celulose","P&P","Atua na produção florestal, madeira, celulose, papel ou embalagens.",""
"35.980.592/0001-30","ELEA DIGITAL INFRAESTRUTURA E REDES DE TELECOMUNICACOES S.A.","Elea Digital","Data Center","Opera infraestrutura de data centers, conectividade e serviços digitais de missão crítica.",""
"55.629.962/0001-04","ELECTRA HYDRA PART SOC S.A.","Electra Hydra Part SOC","Energia","Atua na geração, transmissão, distribuição ou comercialização de energia elétrica.",""
"04.547.015/0001-25","ELECTRA PCH BURITI SPE SA","Electra PCH Buriti","Energia","Desenvolve ou opera ativos de geração hidrelétrica.",""
"13.788.120/0001-47","ELEKEIROZ S.A","Elekeiroz","Indústria","Fabrica produtos, equipamentos ou insumos industriais para diferentes cadeias produtivas.",""
"31.908.068/0001-05","ALEX ENERGIA PARTICIPACOES S.A.","Elera Renováveis","Energia","Holding que concentra participações em projetos e empresas de geração, transmissão ou comercialização de energia.","https://elera.com/"
"02.808.298/0001-96","ELERA RENOVAVEIS S.A.","Elera Renováveis","Energia","Atua na geração, transmissão, distribuição ou comercialização de energia elétrica.","https://elera.com/"
"00.357.038/0001-16","CENTRAIS ELETRICAS DO NORTE DO BRASIL S/A - ELETRONORTE","Axia","Energia","Atua na geração, transmissão, distribuição ou comercialização de energia elétrica.",""
"00.001.180/0001-26","AXIA ENERGIA S.A.","Axia","Energia","Atua na geração, transmissão, distribuição ou comercialização de energia elétrica.",""
"01.968.293/0001-68","ELETRORIVER S.A.","Eletroriver","Energia","Atua na geração, transmissão, distribuição ou comercialização de energia elétrica.",""
"26.404.731/0001-96","ELETROZEMA S.A.","Eletrozema","Indústria","Fabrica produtos, equipamentos ou insumos industriais para diferentes cadeias produtivas.",""
"09.053.134/0001-45","ELFA MEDICAMENTOS SA","Elfa Medicamentos","Saúde","Desenvolve, fabrica ou distribui medicamentos e produtos para saúde.",""
"36.475.062/0001-05","EMAM PARTICIPACOES LTDA","Emam","Holding","Holding que concentra participações e investimentos em empresas ou projetos do grupo Emam.",""
"13.504.675/0001-10","EMPRESA BAIANA DE AGUAS E SANEAMENTO SA","Embasa","Saneamento","Presta serviços de abastecimento de água, coleta e tratamento de esgoto ou gestão de ativos de saneamento.","https://www.embasa.ba.gov.br/"
"02.805.610/0001-98","EMBRAPORT - EMPRESA BRASILEIRA DE TERMINAIS PORTUARIOS S/A","Embraport - Empresa Brasileira de Terminais","Porto","Opera terminal ou infraestrutura portuária para movimentação, armazenagem e logística de cargas.",""
"10.645.019/0001-49","EMERGENCIA PARTICIPACOES S/A","Emergencia","Holding","Holding que concentra participações e investimentos em empresas ou projetos do grupo Emergencia.",""
"09.309.318/0001-23","EMIVE PARTICIPACOES S/A","Emive","Holding","Holding que concentra participações e investimentos em empresas ou projetos do grupo Emive.",""
"07.047.251/0001-70","COMPANHIA ENERGETICA DO CEARA-COELCE","Enel Brasil","Energia","Atua na geração, transmissão, distribuição ou comercialização de energia elétrica.","https://www.enel.com.br/"
"19.011.479/0001-90","ENEL GREEN POWER MANICOBA EOLICA SA","Enel Brasil","Energia","Desenvolve ou opera projetos de geração de energia eólica.","https://www.enel.com.br/"
"25.176.391/0001-20","ENEL GREEN POWER VOLTA GRANDE S.A","Enel Brasil","Energia","Atua na geração, transmissão, distribuição ou comercialização de energia elétrica.","https://www.enel.com.br/"
"61.695.227/0001-93","ELETROPAULO METROPOL. ELETR. DE S.P. S/A","Enel Brasil","Energia","Atua na geração, transmissão, distribuição ou comercialização de energia elétrica.","https://www.enel.com.br/"
"19.046.080/0001-44","ENEL GREEN POWER DAMASCENA EOLICA S.A.","Enel Brasil","Energia","Desenvolve ou opera projetos de geração de energia eólica.","https://www.enel.com.br/"
"33.600.123/0001-12","ENERGETICA SAO PATRICIO S/A","Energetica SAO Patricio","Energia","Atua na geração, transmissão, distribuição ou comercialização de energia elétrica.",""
"19.527.586/0001-75","COMPANHIA ENERGETICA SINOP S.A","Energetica Sinop","Energia","Atua na geração, transmissão, distribuição ou comercialização de energia elétrica.",""
"18.494.537/0001-10","EMPRESA DE ENERGIA SAO MANOEL S.A.","Energia SAO Manoel","Energia","Atua na geração, transmissão, distribuição ou comercialização de energia elétrica.",""
"15.483.161/0001-50","ALSOL ENERGIAS RENOVAVEIS S/A","Energisa","Energia","Atua na geração, transmissão, distribuição ou comercialização de energia elétrica.","https://ri.energisa.com.br/"
"04.065.033/0001-70","ENERGISA ACRE - DISTRIBUIDORA DE ENERGIA S/A","Energisa","Energia","Distribui energia elétrica a consumidores em sua área de concessão.","https://ri.energisa.com.br/"
"03.467.321/0001-99","ENERGISA MATO GROSSO - DISTRIBUIDORA DE ENERGIA S.A.","Energisa","Energia","Distribui energia elétrica a consumidores em sua área de concessão.","https://ri.energisa.com.br/"
"19.527.639/0001-58","ENERGISA MINAS RIO - DISTRIBUIDORA DE ENERGIA S.A.","Energisa","Energia","Distribui energia elétrica a consumidores em sua área de concessão.","https://ri.energisa.com.br/"
"05.914.650/0001-66","ENERGISA RONDONIA - DISTRIBUIDORA DE ENERGIA S/A","Energisa","Energia","Distribui energia elétrica a consumidores em sua área de concessão.","https://ri.energisa.com.br/"
"25.086.034/0001-71","ENERGISA TOCANTINS DISTRIBUIDORA DE ENERGIA S/A","Energisa","Energia","Distribui energia elétrica a consumidores em sua área de concessão.","https://ri.energisa.com.br/"
"07.282.377/0001-20","ENERGISA SUL-SUDESTE - DISTRIBUIDORA DE ENERGIA SA","Energisa","Energia","Distribui energia elétrica a consumidores em sua área de concessão.","https://ri.energisa.com.br/"
"15.413.826/0001-50","ENERGISA MATO GROSSO DO SUL - DISTRIBUIDORA DE ENERGIA S.A.","Energisa","Energia","Distribui energia elétrica a consumidores em sua área de concessão.","https://ri.energisa.com.br/"
"00.864.214/0001-06","ENERGISA SA","Energisa","Energia","Atua na geração, transmissão, distribuição ou comercialização de energia elétrica.","https://ri.energisa.com.br/"
"13.017.462/0001-63","ENERGISA SERGIPE - DISTRIBUIDORA DE ENERGIA S/A","Energisa","Energia","Distribui energia elétrica a consumidores em sua área de concessão.","https://ri.energisa.com.br/"
"28.201.130/0001-01","ENERGISA TRANSMISSAO DE ENERGIA S.A.","Energisa","Energia","Opera ativos de transmissão de energia elétrica, principalmente linhas e subestações.","https://ri.energisa.com.br/"
"14.395.590/0001-03","LINHAS DE TAUBATE TRANSMISSORA DE ENERGIA S.A.","Energisa","Energia","Opera ativos de transmissão de energia elétrica, principalmente linhas e subestações.","https://ri.energisa.com.br/"
"10.240.186/0001-00","LINHAS DE XINGU TRANSMISSORA DE ENERGIA S.A.","Energisa","Energia","Opera ativos de transmissão de energia elétrica, principalmente linhas e subestações.","https://ri.energisa.com.br/"
"61.584.140/0001-49","REDE ENERGIA PARTICIPACOES S.A","Energisa","Energia","Holding que concentra participações em projetos e empresas de geração, transmissão ou comercialização de energia.","https://ri.energisa.com.br/"
"09.095.183/0001-40","ENERGISA PARAIBA - DISTRIBUIDORA DE ENERGIA S/A","Energisa","Energia","Distribui energia elétrica a consumidores em sua área de concessão.","https://ri.energisa.com.br/"
"04.423.567/0001-21","ENEVA S.A.","Eneva","Energia","Atua na geração, transmissão, distribuição ou comercialização de energia elétrica.","https://ri.eneva.com.br/"
"15.743.303/0001-71","PARNAIBA GERACAO E COMERCIALIZACAO DE ENERGIA S.A","Eneva","Energia","Comercializa energia elétrica e presta soluções de gestão e contratação de energia.","https://ri.eneva.com.br/"
"27.241.084/0001-01","PORTOCEM GERACAO DE ENERGIA SA","Eneva","Energia","Desenvolve ou opera ativos de geração termelétrica e negócios relacionados à energia.","https://ri.eneva.com.br/"
